10331.15,-7407.853,20257.8,155198.9,-114530.6,-68301.78,122104,-116041.2
10195640000,-7123373000,20233510000,1.55191E+11,-1.1452E+11,-68416280000,1.22416E+11,-1.16508E+11
10168110000,-7016893000,20191000000,1.55204E+11,-1.14804E+11,-68738590000,1.22312E+11,-1.16402E+11
10146510000,-6912889000,19807600000,1.56784E+11,-1.14722E+11,-68925630000,1.22229E+11,-1.16326E+11
10172310000,-6763731000,19752780000,1.56762E+11,-1.15002E+11,-69333860000,1.22148E+11,-1.16225E+11
10168000000,-6735262000,19723520000,1.56768E+11,-1.15167E+11,-69590320000,1.22085E+11,-1.16166E+11
10153730000,-6697747000,19706210000,1.56765E+11,-1.15122E+11,-69668520000,1.22036E+11,-1.16121E+11
10152410000,-6690551000,19697220000,1.56762E+11,-1.15179E+11,-69723580000,1.21977E+11,-1.16064E+11
10150350000,-6690286000,19672190000,1.56768E+11,-1.15129E+11,-69835560000,1.21914E+11,-1.16014E+11
10152920000,-6672614000,19641740000,1.56755E+11,-1.15226E+11,-69913160000,1.21856E+11,-1.15965E+11
10152490000,-6671844000,19051180000,1.58323E+11,-1.15369E+11,-69992730000,1.2219E+11,-1.1637E+11
10152190000,-6668786000,18742470000,1.59035E+11,-1.16413E+11,-71864220000,1.22418E+11,-1.16678E+11
10005580000,-6257012000,18659830000,1.59454E+11,-1.16346E+11,-71794470000,1.22315E+11,-1.16566E+11
10004430000,-6256577000,18628850000,1.59447E+11,-1.16379E+11,-71794090000,1.22197E+11,-1.1644E+11
9997623000,-6283893000,18453550000,1.58831E+11,-1.16462E+11,-71802710000,1.22115E+11,-1.16371E+11
9782154000,-6054822000,18309110000,1.58342E+11,-1.16413E+11,-71769170000,1.21963E+11,-1.16236E+11
9811283000,-6027145000,18221620000,1.58084E+11,-1.16462E+11,-71766420000,1.21886E+11,-1.16145E+11
9385120000,-7416816000,18191080000,1.57954E+11,-1.16415E+11,-71717970000,1.22128E+11,-1.16497E+11
9415961000,-7365916000,18135460000,1.57914E+11,-1.1625E+11,-71593600000,1.22004E+11,-1.16374E+11
9424571000,-7315646000,18095670000,1.57829E+11,-1.16246E+11,-71589980000,1.22307E+11,-1.16719E+11
9471546000,-7174639000,18066520000,1.57528E+11,-1.16181E+11,-71534130000,1.2218E+11,-1.16609E+11
9473482000,-7155815000,17927870000,1.5789E+11,-1.16301E+11,-71566820000,1.2213E+11,-1.16601E+11
9499260000,-7035972000,17793420000,1.58515E+11,-1.16364E+11,-71575410000,1.22059E+11,-1.16564E+11
9493891000,-6811545000,17748240000,1.58376E+11,-1.16342E+11,-71553290000,1.21962E+11,-1.16484E+11
9292884000,-7964771000,17533630000,1.58794E+11,-1.16323E+11,-71544600000,1.21849E+11,-1.16383E+11
